sex,age,race,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,is_recid,is_violent_recid,score_text,charge_degree
Male,35,Caucasian,0,9,0,0,2,-50,0,0,High,F
Male,53,Hispanic,0,1,0,0,1,-8,1,0,Low,M
Male,60,African-American,0,3,0,0,13,-13,0,0,Low,F
Female,22,African-American,0,5,0,0,2,-1,0,0,Medium,F
Male,43,Hispanic,0,1,0,0,0,-1,0,0,Low,M
Female,27,African-American,0,7,0,0,12,-1,0,0,Medium,F
Male,72,Caucasian,0,4,0,0,7,-1,0,0,Low,F
Male,33,African-American,0,5,0,0,3,-1,1,0,Medium,F
Male,24,African-American,0,4,0,0,1,-1,1,0,Low,F
Male,25,Hispanic,0,3,1,0,6,-1,0,0,Low,F
Female,38,African-American,0,7,0,0,2,-1,0,0,Medium,F
Male,60,African-American,0,1,0,0,0,-1,0,0,Low,F
Male,24,Caucasian,0,5,0,0,3,-1,1,0,Medium,F
Male,30,African-American,0,4,0,0,1,-5,0,0,Low,M
Male,36,African-American,0,10,0,0,7,-1,0,0,High,F
Female,43,Caucasian,0,6,0,0,0,-1,0,0,Medium,M
Male,48,Hispanic,0,1,0,0,1,-8,0,0,Low,M
Male,50,Caucasian,0,9,0,0,3,501,0,0,High,F
Male,54,Other,0,1,0,0,0,0,0,0,Low,M
Male,45,African-American,0,1,0,0,1,-1,0,0,Low,M
Male,45,African-American,0,1,0,0,2,-1,0,0,Low,F
Male,36,Other,0,4,0,0,0,-1,0,0,Low,F
Male,31,Caucasian,0,1,0,0,1,0,1,0,Low,M
Male,40,African-American,0,1,0,0,0,-1,0,0,Low,M
Male,50,Caucasian,0,1,0,0,1,-4,0,0,Low,F
Female,47,Hispanic,0,1,0,0,0,-1,0,0,Low,F
Female,26,Other,0,6,0,0,1,-24,0,0,Medium,M
Female,42,Caucasian,0,8,0,0,0,-1,0,0,High,F
Male,41,African-American,0,4,0,0,7,0,0,0,Low,F
Male,34,Caucasian,0,6,0,1,5,-1,1,0,Medium,F
Female,46,Caucasian,0,1,0,0,0,-1,0,0,Low,M
Male,26,Caucasian,0,9,0,0,1,-1,0,0,High,F
Female,28,Caucasian,0,6,0,0,0,-1,0,0,Medium,F
Male,27,African-American,0,2,0,0,1,-1,0,0,Low,M
Male,30,African-American,0,1,0,0,1,-48,0,0,Low,F
Male,23,Caucasian,0,9,0,2,2,0,1,0,High,F
Female,37,Hispanic,0,1,0,0,0,-2,1,0,Low,M
Male,26,Hispanic,0,3,0,0,0,0,0,0,Low,M
Male,35,Hispanic,0,2,0,0,5,-1,0,0,Low,M
Male,21,Caucasian,0,6,0,1,1,-1,1,0,Medium,F
Male,45,African-American,0,9,0,0,1,-70,0,0,High,F
Female,22,African-American,0,8,1,0,2,-1,1,0,High,M
Female,22,Caucasian,0,9,0,1,5,-1,0,0,High,F
Male,29,African-American,0,8,0,0,6,-1,1,0,High,F
Female,32,African-American,0,7,0,0,3,-1,0,0,Medium,F
Male,43,Caucasian,0,1,0,0,0,-1,0,0,Low,M
Female,30,African-American,0,2,0,0,0,-2,0,0,Low,M
Male,45,Caucasian,0,3,0,0,3,-1,1,1,Low,M
Female,24,African-American,0,4,0,0,2,-1,0,0,Low,F
Male,31,Caucasian,0,8,0,0,4,0,1,0,High,F
Male,56,Caucasian,0,1,0,0,0,-1,0,0,Low,M
Male,42,African-American,0,8,0,0,19,-1,0,0,High,F
Female,44,Hispanic,0,3,0,0,4,-85,1,0,Low,F
Male,21,African-American,0,7,0,0,0,0,0,0,Medium,F
Male,24,African-American,0,10,4,0,14,-1,1,1,High,F
Male,38,African-American,0,6,0,0,11,-1,0,0,Medium,F
Male,51,African-American,0,9,0,0,22,-1,1,0,High,F
Male,22,Caucasian,0,3,0,0,0,-1,0,0,Low,F
Male,28,African-American,0,8,0,0,5,-1,0,0,High,M
Male,33,Caucasian,0,5,0,0,3,0,0,0,Medium,F
Male,47,African-American,0,8,0,1,19,-1,1,0,High,F
Male,51,African-American,0,4,0,0,0,-1,1,0,Low,M
Male,25,Caucasian,0,3,0,0,1,0,0,0,Low,M
Male,55,Caucasian,0,1,0,0,0,-1,0,0,Low,M
Male,53,Hispanic,0,1,0,0,1,-1,0,0,Low,F
Male,30,African-American,0,1,0,0,0,-1,0,0,Low,F
Male,31,Hispanic,0,1,0,0,0,-1,0,0,Low,M
Male,33,Caucasian,0,6,0,0,0,0,1,1,Medium,F
Male,35,African-American,0,4,0,0,5,-1,1,1,Low,F
Male,39,African-American,0,4,0,0,0,0,0,0,Low,M
Male,20,African-American,13,10,0,1,13,-1,0,0,High,F
Female,33,African-American,0,2,0,0,0,-1,0,0,Low,F
Male,59,Other,0,1,0,0,1,-25,0,0,Low,M
Male,30,Hispanic,0,9,0,0,1,-1,0,0,High,F
Male,29,Caucasian,0,6,0,0,7,-15,0,0,Medium,F
Female,33,Caucasian,0,7,0,0,1,-1,0,0,Medium,F
Male,27,African-American,0,7,0,0,2,-1,1,0,Medium,F
Female,29,African-American,0,7,0,0,9,-1,1,0,Medium,F
Male,26,Native American,0,8,0,0,11,64,1,1,High,F
Male,45,African-American,0,7,0,0,14,133,0,0,Medium,F
Male,24,African-American,0,10,0,3,3,-1,1,1,High,F
Male,43,African-American,0,9,0,0,5,-1,0,0,High,F
Male,31,Caucasian,0,5,0,0,1,-1,0,0,Medium,F
Female,50,Caucasian,0,2,0,0,2,-1,0,0,Low,F
Male,42,African-American,0,9,0,0,10,0,0,0,High,F
Male,37,African-American,0,7,0,0,11,-1,1,1,Medium,M
Male,53,African-American,0,7,0,0,13,-1,0,0,Medium,F
Male,43,African-American,0,1,0,0,4,-39,1,0,Low,F
Male,26,African-American,0,8,0,0,4,0,1,0,High,F
Male,28,Caucasian,0,2,0,0,0,-1,0,0,Low,F
Male,19,Caucasian,0,3,0,0,0,-1,0,0,Low,F
Male,37,African-American,0,1,0,0,0,0,0,0,Low,F
Female,30,Caucasian,0,3,0,0,1,-27,0,0,Low,M
Male,27,African-American,0,7,0,0,6,0,1,0,Medium,F
Male,39,Caucasian,0,5,0,0,9,-1,1,0,Medium,F
Male,37,Caucasian,0,4,0,0,4,0,1,1,Low,M
Male,22,Caucasian,0,10,0,0,3,0,1,0,High,M
Male,42,African-American,0,1,0,0,1,-10,0,0,Low,M
Male,25,Caucasian,0,6,0,0,0,-1,0,0,Medium,F
Male,39,Hispanic,0,1,0,0,2,-75,0,0,Low,F
Male,26,Hispanic,0,5,0,0,1,0,0,0,Medium,F
Female,28,Caucasian,0,6,0,0,0,-2,0,0,Medium,M
Male,25,African-American,0,5,0,0,0,-1,1,0,Medium,M
Male,58,Caucasian,0,1,0,0,1,-1,0,0,Low,F
Male,22,Caucasian,0,5,0,0,2,-3,0,0,Medium,F
Female,29,Caucasian,0,5,0,0,1,-2,1,0,Medium,M
Male,33,African-American,0,5,0,0,8,0,0,0,Medium,F
Male,38,African-American,0,1,0,0,0,-1,0,0,Low,F
Male,21,African-American,0,7,0,0,0,-1,0,0,Medium,F
Male,38,Caucasian,0,3,0,0,2,-21,0,0,Low,F
Male,59,African-American,0,6,0,0,22,-1,1,0,Medium,F
Male,29,Other,0,5,0,0,4,-1,1,0,Medium,M
Male,53,Caucasian,0,2,0,0,0,-1,1,0,Low,M
Male,33,African-American,0,8,0,0,2,-1,1,1,High,F
Male,45,Caucasian,0,1,0,0,1,-1,0,0,Low,F
Male,58,Caucasian,0,1,0,0,1,-1,0,0,Low,M
Female,20,Caucasian,0,10,0,0,0,-1,0,0,High,F
Male,25,African-American,0,9,0,2,11,126,1,0,High,F
Male,53,Caucasian,0,4,0,0,2,-1,0,0,Low,F
Male,55,Caucasian,0,3,0,0,5,-1,0,0,Low,F
Male,32,Caucasian,0,6,0,0,0,-1,1,0,Medium,M
Female,25,Caucasian,0,4,0,0,0,-1,0,0,Low,F
Male,44,Caucasian,0,1,0,0,1,-1,0,0,Low,M
Male,27,African-American,0,10,0,0,7,0,0,0,High,F
Male,35,African-American,0,8,0,0,6,-1,1,1,High,F
Male,39,Caucasian,0,1,0,0,1,-1,0,0,Low,F
Male,36,Hispanic,0,9,0,0,1,-14,0,0,High,M
Female,42,Caucasian,0,4,0,0,5,-1,1,0,Low,M
Male,37,African-American,0,2,0,0,0,-1,0,0,Low,M
Male,39,Caucasian,0,1,0,0,0,-1,0,0,Low,F
Female,52,Caucasian,0,1,0,0,3,-25,0,0,Low,M
Male,42,African-American,0,7,0,0,10,-1,0,0,Medium,F
Male,60,Other,0,1,0,0,1,-1,0,0,Low,M
Male,37,Hispanic,0,1,0,0,2,-1,1,0,Low,M
Male,42,Caucasian,0,1,0,0,4,-1,1,0,Low,F
Male,20,Hispanic,0,3,0,0,0,-1,0,0,Low,M
Male,52,African-American,3,5,0,0,23,-1,0,0,Medium,F
Male,35,Caucasian,0,1,0,0,0,-1,0,0,Low,F
Male,23,African-American,0,6,0,0,6,0,1,1,Medium,F
Female,42,African-American,0,1,0,0,0,-1,1,0,Low,M
Male,36,Caucasian,0,6,0,0,7,-1,0,0,Medium,M
Female,28,Caucasian,0,3,0,0,2,-36,0,0,Low,F
Male,28,African-American,0,4,0,0,5,0,0,0,Low,F
Male,38,Caucasian,0,5,0,0,12,-1,0,0,Medium,F
Female,43,African-American,0,2,0,0,2,-1,1,0,Low,F
Male,45,African-American,0,2,0,0,6,-1,0,0,Low,F
Male,42,African-American,0,5,0,0,0,-1,0,0,Medium,F
Female,25,Caucasian,0,3,0,0,0,-1,0,0,Low,M
Male,25,Caucasian,2,8,12,7,19,-1,0,0,High,F
Male,32,African-American,0,9,0,0,7,0,1,1,High,F
Male,21,African-American,0,6,0,0,0,0,1,0,Medium,F
Female,35,Caucasian,0,5,0,0,1,-30,0,0,Medium,M
Male,37,Caucasian,0,5,0,0,0,-1,0,0,Medium,F
Male,33,African-American,0,10,3,1,21,-1,0,0,High,F
Male,28,African-American,0,2,0,0,14,0,0,0,Low,F
Male,33,Caucasian,0,2,0,0,2,-2,0,0,Low,F
Female,33,African-American,0,2,0,0,2,0,0,0,Low,F
Female,51,Caucasian,0,3,0,0,4,-11,0,0,Low,F
Male,39,Caucasian,0,4,0,0,3,-1,1,0,Low,F
Male,35,Hispanic,0,6,0,0,5,-1,1,1,Medium,M
Male,40,African-American,0,7,0,0,3,-1,0,0,Medium,F
Male,32,African-American,0,8,0,0,17,0,1,0,High,F
Male,18,Caucasian,5,8,0,0,4,85,1,0,High,F
Male,32,Caucasian,0,6,0,0,3,0,1,0,Medium,F
Male,37,Other,0,1,0,0,0,-1,0,0,Low,M
Male,32,African-American,0,6,0,0,10,-1,1,0,Medium,F
Female,25,Hispanic,0,4,0,1,0,0,0,0,Low,M
Male,47,Caucasian,0,3,0,0,5,0,1,1,Low,M
Female,23,Caucasian,0,7,0,0,0,-1,0,0,Medium,M
Male,63,Caucasian,0,4,0,0,10,0,1,1,Low,F
Male,38,African-American,0,9,1,0,16,-1,1,1,High,F
Male,24,African-American,0,9,0,0,5,-1,0,0,High,F
Male,32,African-American,0,5,0,0,6,-1,1,0,Medium,M
Male,31,African-American,0,8,0,0,4,-1,1,1,High,F
Male,25,Caucasian,0,3,0,1,0,-1,0,0,Low,M
Male,34,Other,0,1,0,0,0,0,0,0,Low,M
Male,23,African-American,0,3,0,0,0,0,0,0,Low,F
Male,38,Hispanic,0,5,0,0,1,-1,0,0,Medium,M
Female,47,Caucasian,0,1,0,0,0,-3,0,0,Low,M
Male,33,Caucasian,0,8,0,0,1,-1,1,0,High,F
Male,35,African-American,0,8,0,0,5,-1,0,0,High,F
Male,22,Caucasian,0,4,0,0,1,-11,1,0,Low,F
Male,26,Caucasian,0,3,0,0,1,318,0,0,Low,M
Male,40,Caucasian,0,1,0,0,0,-1,1,0,Low,M
Male,36,African-American,10,7,0,0,14,-1,1,0,Medium,F
Male,46,African-American,0,1,0,0,1,-9,0,0,Low,F
Female,65,Caucasian,0,1,0,0,0,0,0,0,Low,M
Male,44,Caucasian,0,5,0,0,4,-231,1,0,Medium,M
Female,22,African-American,0,3,0,0,0,-1,0,0,Low,M
Male,34,Hispanic,0,1,0,0,0,0,0,0,Low,M
Female,38,Hispanic,0,1,0,0,0,-1,0,0,Low,F
Female,26,Caucasian,0,3,0,0,4,-2,1,0,Low,F
Male,20,Hispanic,0,4,0,0,0,-1,1,0,Low,M
Female,29,Caucasian,0,7,0,0,3,-1,0,0,Medium,M
Male,49,Hispanic,0,1,0,0,0,-3,0,0,Low,F
Male,35,Caucasian,0,2,0,0,1,-1,0,0,Low,M
Male,31,African-American,0,1,0,0,3,-118,0,0,Low,F
Male,44,African-American,0,1,0,0,0,-1,0,0,Low,M
Male,56,African-American,0,4,0,0,7,-167,0,0,Low,F
Male,25,Caucasian,0,2,0,0,1,-1,0,0,Low,F
Male,28,African-American,0,2,0,0,1,0,0,0,Low,F
Male,34,African-American,0,1,0,0,2,-1,0,0,Low,M
Male,52,Caucasian,0,9,0,0,2,0,1,0,High,F
Male,25,Other,0,2,0,0,2,-1,1,0,Low,M
Male,33,African-American,0,4,1,0,5,-1,0,0,Low,F
Male,23,African-American,0,3,0,0,0,-1,0,0,Low,F
Male,34,African-American,0,1,0,0,5,-1,0,0,Low,F
Male,33,African-American,0,1,0,0,1,-1,1,0,Low,M
Male,21,African-American,0,7,1,2,1,-1,0,0,Medium,F
Male,46,African-American,0,4,0,0,9,-1,0,0,Low,F
Male,22,African-American,0,6,0,0,2,250,1,1,Medium,M
Male,57,Caucasian,0,4,0,0,1,-1,0,0,Low,M
Male,22,African-American,0,3,0,1,2,0,1,0,Low,F
Female,48,Caucasian,0,1,0,0,1,-1,1,0,Low,M
Male,40,African-American,0,5,0,0,21,-1,0,0,Medium,F
Female,30,African-American,0,2,0,0,1,-1,0,0,Low,F
Male,21,Caucasian,0,7,1,0,4,-1,1,1,Medium,M
Female,39,African-American,0,10,2,0,22,-1,1,1,High,F
Male,27,Caucasian,0,6,0,0,13,-175,1,0,Medium,F
Female,33,Caucasian,0,6,0,0,0,-1,1,0,Medium,M
Male,24,African-American,0,3,0,0,0,0,0,0,Low,F
Male,43,African-American,0,1,0,0,0,-1,1,0,Low,F
Female,45,Caucasian,0,1,0,0,0,0,0,0,Low,M
Male,28,Caucasian,0,3,0,0,0,-1,0,0,Low,F
Male,51,African-American,0,3,0,0,3,-18,0,0,Low,F
Female,35,African-American,0,2,0,0,2,-95,1,0,Low,F
Male,31,African-American,0,7,0,0,9,-1,1,0,Medium,M
Male,27,Caucasian,0,2,0,0,0,-1,0,0,Low,M
Male,32,African-American,0,2,0,0,1,-1,0,0,Low,F
Male,49,Caucasian,0,1,0,0,0,-3,0,0,Low,M
Female,44,African-American,0,1,0,0,0,0,0,0,Low,M
Male,29,African-American,0,3,0,0,2,-1,0,0,Low,F
Male,29,African-American,0,1,0,0,1,-52,0,0,Low,F
Female,52,Caucasian,0,1,0,0,0,-1,0,0,Low,M
Male,23,African-American,0,6,1,0,2,-1,1,0,Medium,F
Male,30,Asian,0,3,0,0,6,-1,1,0,Low,M
Male,55,African-American,0,6,0,0,12,-69,1,1,Medium,F
Male,19,African-American,0,3,0,0,1,-3,0,0,Low,F
Male,30,Caucasian,0,4,0,0,0,0,0,0,Low,M
Male,34,African-American,0,4,0,0,13,-1,1,0,Low,F
Male,56,Caucasian,0,1,0,0,2,-39,0,0,Low,F
Male,33,African-American,0,6,0,0,4,0,0,0,Medium,F
Male,28,African-American,0,2,0,0,1,-1,0,0,Low,M
Female,42,African-American,0,7,0,0,5,0,0,0,Medium,M
Male,29,African-American,0,8,0,0,1,-1,0,0,High,F
Male,38,Caucasian,0,1,0,0,0,-1,0,0,Low,M
Male,37,Caucasian,0,3,0,0,0,-1,0,0,Low,F
Female,33,Caucasian,0,1,0,0,0,-1,1,0,Low,M
Male,30,Hispanic,0,2,0,0,0,0,0,0,Low,F
Male,40,African-American,0,1,0,0,0,-6,0,0,Low,F
Male,51,African-American,1,9,0,1,19,-1,0,0,High,F
Female,42,African-American,0,9,0,0,3,-1,0,0,High,F
Male,65,African-American,0,5,0,0,7,-1,0,0,Medium,M
Female,32,African-American,0,1,0,0,1,-1,0,0,Low,M
Female,38,Caucasian,0,3,0,0,5,11,0,0,Low,F
Male,23,African-American,0,7,0,0,0,-1,0,0,Medium,F
Male,38,Caucasian,0,7,0,0,5,-2,1,0,Medium,F
Male,35,African-American,0,4,0,0,1,-1,0,0,Low,F
Male,57,Caucasian,0,1,0,0,1,-26,0,0,Low,F
Male,25,Hispanic,0,10,0,0,1,0,0,0,High,F
Male,26,Caucasian,0,3,0,0,1,0,0,0,Low,F
Male,39,Hispanic,0,1,0,0,0,-1,0,0,Low,M
Female,23,Hispanic,0,8,3,1,7,-228,1,1,High,M
Female,36,African-American,2,6,0,0,4,-1,1,1,Medium,M
Female,25,African-American,0,4,0,0,7,-1,0,0,Low,F
Female,31,Caucasian,0,4,0,0,1,-1,0,0,Low,F
Female,33,Hispanic,0,4,0,0,2,-10,1,0,Low,F
Male,40,Caucasian,0,2,0,0,2,0,0,0,Low,F
Male,35,Caucasian,0,5,0,0,3,-1,1,1,Medium,F
Male,33,African-American,0,1,0,0,0,-1,0,0,Low,F
Female,26,African-American,0,8,0,0,0,-1,0,0,High,M
Male,47,Caucasian,0,1,0,0,0,0,0,0,Low,M
Male,55,Other,0,1,0,0,2,-1,0,0,Low,F
Female,53,Hispanic,0,1,0,0,0,-1,0,0,Low,M
Male,22,Caucasian,0,7,0,0,0,0,0,0,Medium,F
Male,35,Caucasian,0,4,0,0,1,-15,1,0,Low,M
Female,36,African-American,0,3,0,0,1,-1,1,1,Low,F
Male,33,Hispanic,0,1,0,0,0,0,0,0,Low,M
Female,25,Caucasian,0,3,0,0,0,-1,0,0,Low,M
Male,38,Caucasian,0,4,0,0,1,-38,0,0,Low,F
Male,52,Hispanic,0,6,0,0,10,0,0,0,Medium,F
Male,58,Caucasian,0,8,0,0,2,343,0,0,High,F
Male,23,Hispanic,0,7,0,0,3,249,1,1,Medium,M
Male,34,African-American,0,3,0,0,7,-245,0,0,Low,M
Male,51,Caucasian,0,3,0,0,6,0,1,0,Low,F
Male,29,Caucasian,0,6,0,0,2,-1,0,0,Medium,F
Male,58,African-American,0,9,0,0,20,-138,0,0,High,F
Male,24,African-American,0,8,0,4,8,-1,1,0,High,F
Male,32,Caucasian,0,2,0,0,0,-1,1,0,Low,F
Female,39,African-American,0,4,0,0,1,-15,0,0,Low,F
Male,43,African-American,0,7,0,0,8,-1,1,0,Medium,F
Male,45,African-American,1,7,0,1,20,-1,1,0,Medium,M
Male,42,African-American,0,5,0,0,10,-1,1,1,Medium,M
Male,22,African-American,0,7,0,0,1,-1,1,0,Medium,F
Male,49,African-American,0,4,0,0,4,-26,0,0,Low,F
Male,42,African-American,0,1,0,0,0,-3,1,0,Low,F
Male,40,Caucasian,0,8,0,0,0,-1,1,1,High,M
Male,40,Caucasian,0,1,0,0,0,-1,0,0,Low,M
Male,25,African-American,0,7,1,0,2,-1,1,0,Medium,F
Male,25,Caucasian,0,5,0,0,0,-1,1,0,Medium,M
Male,23,African-American,0,5,0,0,0,-1,0,0,Medium,F
Male,21,Caucasian,0,7,0,0,2,-1,1,0,Medium,F
Male,31,Caucasian,0,5,0,0,3,0,0,0,Medium,M
Female,37,Caucasian,0,1,0,0,0,-1,0,0,Low,M
Female,36,African-American,0,2,0,0,1,-4,0,0,Low,M
Female,28,African-American,0,2,0,0,0,0,0,0,Low,M
Male,24,African-American,0,9,0,0,11,-1,1,0,High,F
Male,45,Caucasian,0,1,0,0,0,0,0,0,Low,F
Male,23,African-American,0,4,0,0,2,-1,1,0,Low,M
Male,39,African-American,0,8,0,0,7,0,1,1,High,F
Male,25,African-American,0,2,1,1,2,0,0,0,Low,M
Male,25,Caucasian,0,4,0,0,2,-63,0,0,Low,F
Male,24,African-American,0,2,1,0,1,-1,0,0,Low,F
Male,46,Caucasian,0,1,0,0,1,-1,0,0,Low,F
Male,47,Caucasian,0,1,0,0,3,-1,0,0,Low,F
Male,54,Caucasian,0,4,0,0,2,66,1,1,Low,M
Male,22,African-American,0,4,0,1,1,-1,1,0,Low,M
Female,34,Caucasian,0,2,0,0,0,-2,0,0,Low,M
Male,33,Caucasian,0,1,0,0,0,0,1,0,Low,M
Male,35,African-American,0,4,0,0,7,-1,0,0,Low,F
Male,26,African-American,0,6,0,0,1,99,0,0,Medium,F
Male,29,African-American,0,10,0,1,16,-1,1,0,High,F
Female,38,Hispanic,0,1,0,0,1,0,0,0,Low,F
Male,26,African-American,0,5,0,1,3,-1,0,0,Medium,F
Male,34,Hispanic,0,2,0,0,3,-6,0,0,Low,M
Male,32,African-American,0,5,0,0,1,-115,0,0,Medium,F
Male,29,African-American,0,6,0,0,0,0,0,0,Medium,M
Female,25,Caucasian,0,3,0,0,2,-1,1,0,Low,M
Male,34,Caucasian,0,6,0,0,16,-1,1,0,Medium,F
Female,55,African-American,0,1,0,0,1,-1,0,0,Low,F
Male,27,African-American,0,4,0,0,0,-1,1,0,Low,F
Male,26,African-American,0,3,0,0,0,-1,0,0,Low,M
Male,20,Caucasian,3,9,0,1,3,-1,0,0,High,F
Male,39,African-American,2,9,2,1,19,-1,1,0,High,F
Male,24,African-American,0,7,0,0,1,0,0,0,Medium,F
Male,29,Caucasian,0,2,0,0,0,0,0,0,Low,M
Male,46,Caucasian,0,1,0,0,0,-1,0,0,Low,F
Male,51,African-American,0,1,0,0,0,-1,0,0,Low,F
Female,31,Caucasian,0,7,0,0,3,468,1,0,Medium,F
Male,50,African-American,0,1,0,0,13,0,1,0,Low,F
Male,25,Hispanic,0,5,0,0,2,-1,1,0,Medium,F
Male,31,African-American,0,5,0,0,4,-12,1,0,Medium,F
Male,22,Other,0,2,0,1,2,-51,0,0,Low,F
Male,31,Other,0,2,0,0,0,-1,0,0,Low,M
Male,54,African-American,0,9,0,0,15,-578,0,0,High,F
Male,26,Caucasian,1,6,0,0,2,-1,1,0,Medium,F
Male,44,Caucasian,0,1,0,0,0,-1,0,0,Low,M
Male,54,Caucasian,0,2,0,0,2,0,0,0,Low,F
Male,50,African-American,0,4,0,0,5,-1,0,0,Low,F
Male,33,African-American,0,8,0,0,14,-1,1,1,High,F
Male,43,Caucasian,0,1,0,0,0,-1,0,0,Low,F
Male,22,African-American,0,4,0,0,0,-1,1,0,Low,M
Male,35,African-American,0,9,1,0,8,0,1,0,High,F
Female,30,Other,0,7,0,0,4,-27,1,0,Medium,F
Female,34,Caucasian,0,4,0,0,1,-2,0,0,Low,F
Male,25,African-American,0,2,0,0,0,-1,0,0,Low,F
Male,25,African-American,0,5,0,0,0,0,0,0,Medium,F
Male,44,African-American,0,2,0,0,0,-1,1,0,Low,F
Female,29,Caucasian,0,7,0,0,2,-1,1,0,Medium,F
Male,46,Caucasian,0,3,0,0,2,-23,1,0,Low,F
Male,53,Caucasian,0,1,0,0,0,0,0,0,Low,M
Male,24,African-American,0,7,0,0,2,-1,1,0,Medium,F
Male,27,Hispanic,0,2,0,0,0,0,0,0,Low,M
Female,52,African-American,0,1,0,0,2,-1,1,0,Low,F
Male,27,African-American,0,2,0,0,0,-1,1,0,Low,M
Male,41,Caucasian,0,1,0,0,0,-1,0,0,Low,F
Female,21,African-American,0,5,0,0,0,-2,1,0,Medium,F
Male,23,African-American,0,8,1,0,6,-1,0,0,High,M
Male,42,African-American,0,1,0,0,4,-1,0,0,Low,F
Male,24,Caucasian,0,4,0,0,1,0,0,0,Low,F
Male,38,Caucasian,0,2,0,0,8,-32,0,0,Low,F
Male,62,Caucasian,0,2,0,0,6,-1,0,0,Low,F
Male,23,Caucasian,0,2,0,0,0,-1,0,0,Low,M
Male,42,African-American,0,1,0,0,0,-1,0,0,Low,F
Male,32,Caucasian,0,5,0,0,4,-47,0,0,Medium,F
Male,24,Hispanic,0,7,0,0,3,597,1,1,Medium,M
Male,24,African-American,5,8,0,0,5,-1,1,0,High,F
Female,29,African-American,0,6,0,0,1,-1,0,0,Medium,F
Male,26,African-American,0,8,0,0,4,-1,1,0,High,F
Male,50,Caucasian,0,3,0,0,9,-1,1,0,Low,F
Female,32,African-American,0,6,0,0,3,-1,0,0,Medium,M
Male,40,African-American,0,9,0,0,13,-1,0,0,High,F
Male,25,Caucasian,0,2,0,0,1,-81,1,0,Low,M
Male,42,Caucasian,0,4,0,0,4,-1,0,0,Low,F
Male,56,African-American,0,6,0,0,18,-4,0,0,Medium,F
Male,39,African-American,1,6,0,0,6,-1,0,0,Medium,M
Male,42,Hispanic,0,1,0,0,1,-118,0,0,Low,F
Male,52,Caucasian,0,2,0,0,4,-1,0,0,Low,M
Male,27,African-American,0,3,0,0,2,0,0,0,Low,F
Male,23,Caucasian,0,9,0,0,0,-1,1,0,High,F
Male,37,African-American,0,9,0,0,22,-1,1,0,High,M
Male,32,African-American,0,4,0,0,1,-1,1,1,Low,M
Male,38,African-American,0,7,0,0,2,43,1,1,Medium,M
Male,52,Caucasian,0,3,0,0,4,-1,1,0,Low,M
Female,52,African-American,0,1,0,0,1,-1,0,0,Low,F
Male,29,Caucasian,0,2,0,0,2,-1,0,0,Low,F
Male,63,Caucasian,0,1,0,0,0,-1,0,0,Low,F
Male,49,African-American,0,1,0,0,0,0,0,0,Low,M
Male,20,African-American,0,3,0,1,0,-1,0,0,Low,F
Male,50,Caucasian,0,1,0,0,0,-2,0,0,Low,F
Male,26,Caucasian,0,2,0,0,2,0,1,0,Low,F
Female,34,Caucasian,0,8,0,0,0,-1,1,0,High,F
Female,28,Caucasian,0,7,0,0,1,-1,1,0,Medium,F
Male,36,Caucasian,0,8,0,0,4,74,1,0,High,F
Male,45,African-American,0,2,0,0,1,-48,1,0,Low,F
Male,30,African-American,0,3,0,0,0,0,1,0,Low,F
Male,24,African-American,0,4,0,0,3,-1,1,0,Low,F
Male,44,African-American,0,6,0,0,0,-1,0,0,Medium,M
Male,25,African-American,0,2,0,0,0,0,1,1,Low,M
Male,25,African-American,0,3,0,0,4,-1,1,1,Low,M
Male,45,Caucasian,0,1,0,0,2,-1,0,0,Low,F
Male,53,Hispanic,0,5,0,0,1,-29,0,0,Medium,F
Male,26,African-American,0,10,2,0,13,-69,0,0,High,F
Male,26,Caucasian,0,7,0,0,1,-1,1,0,Medium,F
Male,37,Other,0,1,0,0,2,-1,0,0,Low,F
Male,20,African-American,3,10,0,0,3,105,0,0,High,F
Male,71,Caucasian,0,1,0,0,0,0,0,0,Low,F
Male,24,Hispanic,0,2,0,0,0,-1,0,0,Low,M
Male,40,Caucasian,0,1,0,0,2,-1,0,0,Low,M
Female,33,Caucasian,0,9,1,0,10,49,0,0,High,M
Female,33,Hispanic,0,2,0,0,0,-2,0,0,Low,F
Male,53,Hispanic,0,2,0,0,18,0,0,0,Low,F
Male,55,Hispanic,0,1,0,0,0,-7,0,0,Low,M
Male,34,Caucasian,0,1,0,0,0,-1,0,0,Low,M
Male,30,Other,0,9,0,0,6,-1,1,1,High,F
Male,21,African-American,0,7,0,0,1,-15,1,0,Medium,F
Male,44,Caucasian,0,5,0,0,2,-1,0,0,Medium,F
Male,55,Caucasian,0,1,0,0,0,-1,0,0,Low,M
Male,27,Hispanic,0,3,0,0,0,-1,0,0,Low,M
Male,22,Hispanic,0,2,0,0,1,-1,0,0,Low,F
Male,22,Caucasian,0,3,0,0,1,-1,1,0,Low,F
Female,23,African-American,0,3,0,0,1,-6,0,0,Low,F
Female,24,Caucasian,0,8,0,1,7,-125,1,0,High,M
Male,25,Hispanic,0,2,0,0,2,-1,0,0,Low,M
Female,40,African-American,0,10,0,0,13,752,1,1,High,F
Male,57,Caucasian,0,4,0,0,9,-1,1,0,Low,F
Male,33,Caucasian,0,3,0,0,0,-2,1,0,Low,M
